Artwork ID,Title,Artist ID,Name,Date,Medium,Dimensions,Acquisition Date,Credit,Catalogue,Department,Classification,Object Number,Diameter (cm),Circumference (cm),Height (cm),Length (cm),Width (cm),Depth (cm),Weight (kg),Duration (s)
119,"Skandia Cinema, Stockholm, Sweden, Elevation of front of auditorium",27,Erik Gunnar Asplund,1923,Ink on paper mounted on board,"22 3/8"" x 31 1/4"" (56.8 x 79.4 cm)",1990-01-17,"Gift of Ira Levy, Mrs. Donald B. Marron, and purchase",Y,Architecture & Design,Architecture,39.199,,,56.8,,79.4,,,
121,"Skandia Cinema, Stockholm, Sweden, Elevation of rear of auditorium",27,Erik Gunnar Asplund,1923,Ink on paper mounted on board,"22 1/2 x 31 1/8"" (57.2 x 79.1 cm)",1990-01-17,"Gift of Ira Levy, Mrs. Donald B. Marron, and purchase",Y,Architecture & Design,Architecture,40.199,,,57.2,,79.1,,,
123,"Skandia Cinema, Stockholm, Sweden, Plan of ground floor",27,Erik Gunnar Asplund,1923,Ink on paper mounted on board,"18 7/8 x 21 3/4"" (47.9 x 55.2 cm)
",1990-01-17,"Gift of Ira Levy, Mrs. Donald B. Marron, and purchase",Y,Architecture & Design,Architecture,41.199,,,47.9,,55.2,,,
125,"Skandia Cinema, Stockholm, Sweden, Floor plan of mezzanine",27,Erik Gunnar Asplund,1923,Ink on paper mounted on board,"18 7/8 x 21 7/8"" (47.9 x 55.5 cm)",1990-01-17,"Gift of Ira Levy, Mrs. Donald B. Marron, and purchase",Y,Architecture & Design,Architecture,42.199,,,47.9,,55.5,,,
126,"Skandia Cinema, Stockholm, Sweden, Perspective of staircase",27,Erik Gunnar Asplund,Unknown,Ink and graphite on tracing paper mounted on board,"13 x 11 3/4"" (33 x 29.8 cm)",1990-01-17,"Gift of Ira Levy, Mrs. Donald B. Marron, and purchase",Y,Architecture & Design,Architecture,43.199,,,33,,29.8,,,
128,"Skandia Cinema, Stockholm, Sweden, Perspective of promenade",27,Erik Gunnar Asplund,Unknown,Graphite on tracing paper mounted on board,"8 1/4 x 10 1/2"" (21 x 26.7 cm)",1990-01-17,"Gift of Ira Levy, Mrs. Donald B. Marron, and purchase",Y,Architecture & Design,Architecture,44.199,,,21,,26.7,,,
130,"Public Library, Stockholm, Sweden, Elevation of front facade",27,Erik Gunnar Asplund,Unknown,Ink on paper,"36 x 36 3/4"" (91.4 x 93.3 cm)",1990-01-17,Gift of Marshall Cogan and purchase,Y,Architecture & Design,Architecture,45.199,,,91.4,,93.3,,,
131,"Public Library, Stockholm, Sweden, Elevation of west facade",27,Erik Gunnar Asplund,Unknown,Ink on paper with paper backing,"35 3/4 x 36 5/8"" (90.8 x 93 cm)",1990-01-17,Gift of Marshall Cogan and purchase,Y,Architecture & Design,Architecture,46.199,,,90.8,,93,,,
132,"Public Library, Stockholm, Sweden, Section",27,Erik Gunnar Asplund,Unknown,Ink on paper with paper backing,"35 1/2 x 36 7/8"" (90.2 x 93.7 cm)",1990-01-17,Gift of Marshall Cogan and purchase,Y,Architecture & Design,Architecture,47.199,,,90.2,,93.7,,,
133,"Public Library, Stockholm, Sweden, Plan of first and second galleries",27,Erik Gunnar Asplund,Unknown,Ink on paper,"35 3/4 x 35 3/4"" (90.8 x 90.8 cm)",1990-01-17,Gift of Marshall Cogan and purchase,Y,Architecture & Design,Architecture,48.199,,,90.8,,90.8,,,
134,"Stockholm Exhibition, Stockholm, Sweden, Elevation of advertising tower",27,Erik Gunnar Asplund,1930,Gouache on board,"20 3/4 x 13"" (52.7 x 33 cm)",1990-01-17,Gift of Frederieke Taylor and purchase,Y,Architecture & Design,Architecture,49.199,,,52.7,,33,,,
135,"Law Courts Annex, Gothenburg, Sweden, Exterior elevation",27,Erik Gunnar Asplund,1936,Graphite on tracing paper,"12 x 27 3/4"" (30.5 x 70.5 cm)",1990-01-17,"Gift of Richard S. Zeisler, Richard Kahan, and purchase",Y,Architecture & Design,Architecture,50.199,,,30.5,,70.5,,,
136,"Law Courts Annex, Gothenburg, Sweden, Plan of courtroom and section of desk",27,Erik Gunnar Asplund,Unknown,Ink on paper,"15 1/2 x 20 1/8"" (39.4 x 51.1 cm)",1990-01-17,"Gift of Richard S. Zeisler, Richard Kahan, and purchase",Y,Architecture & Design,Architecture,51.199,,,39.4,,51.1,,,
137,"Woodland Crematorium, Stockholm, Sweden, Second version: section and two exterior elevations",27,Erik Gunnar Asplund,1935,Graphite on tracing paper mounted on board,"12 x 32 7/8"" (30.5 x 83.5 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,52.199,,,30.5,,83.5,,,
138,"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Second version: exterior elevation",27,Erik Gunnar Asplund,1935,Graphite on tracing paper mounted on board,"12 1/8 x 33"" (30.8 x 83.8 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,53.199,,,30.8,,83.8,,,
139,"Woodland Crematorium, Stockholm, Sweden, Second version: exterior elevation",27,Erik Gunnar Asplund,1935,Graphite on tracing paper mounted on board,"12 1/8 x 32 7/8"" (30.8 x 83.5 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,54.199,,,30.8,,83.5,,,
141,"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Second version: exterior elevation",27,Erik Gunnar Asplund,1935,Graphite on tracing paper on board,"12 1/8 x 33"" (30.8 x 83.8 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,55.199,,,30.8,,83.3,,,
142,"Woodland Crematorium, Stockholm, Sweden, Second version: exterior elevation and section",27,Erik Gunnar Asplund,1935,Graphite on tracing paper mounted on board,"12 1/8 x 33"" (30.8 x 83.8 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,56.199,,,30.8,,83.8,,,
143,"Woodland Crematorium, Stockholm, Sweden, Second version: Two sections",27,Erik Gunnar Asplund,1935,Graphite on tracing paper mounted on board,"12 x 32 7/8"" (30.5 x 83.5 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,57.199,,,30.5,,83.5,,,
144,"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Second version: exterior perspective",27,Erik Gunnar Asplund,Unknown,Graphite on tracing paper,"10 1/4 x 24 3/4"" (26 x 62.9 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,58.199,,,26,,62.9,,,
145,"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, First version: exterior perspective",27,Erik Gunnar Asplund,Unknown,Graphite on tracing paper,"7 3/4 x 18 3/8"" (19.7 x 46.7 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,59.199,,,19.7,,46.7,,,
146,"Woodland Crematorium, Stockholm, Sweden, First version: ground floor plan",27,Erik Gunnar Asplund,Unknown,Graphite on tracing paper,"16 1/2 x 16 1/2"" (41.9 x 41.9 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,60.199,,,41.9,,41.9,,,
147,"Woodland Crematorium, Stockholm, Sweden, Exterior-perspective study",27,Erik Gunnar Asplund,Unknown,Graphite on tracing paper,"25 3/4 x 40"" (65.4 x 101.6 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,61.199,,,65.4,,101.6,,,
148,"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Site plan and section, final version","27, 24452","Erik Gunnar Asplund, Sigurd Lewerentz",1937,Graphite on tracing paper,"16 1/4 x 37 7/8"" (41.3 x 96.2 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,62.199,,,41.3,,96.2,,,
149,"Woodland Crematorium, Stockholm, Sweden, Exterior elevation of loggia",27,Erik Gunnar Asplund,1937,Graphite on tracing paper,"11 5/8 x 33"" (29.5 x 83.8 cm)",1990-01-17,"Gift of Mrs. John D. Rockefeller, 3rd, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,63.199,,,29.5,,83.8,,,
150,"Woodland Crematorium, Woodland Cemetery, Stockholm, Sweden, Exterior elevation, final version",27,Erik Gunnar Asplund,1937,Ink and graphite on drafting cloth,"19 3/8 x 62 1/2"" (49.2 x 158.8 cm)",1990-01-17,"Gift of Blanchette Hooker Rockefeller, Mrs. Gifford Phillips, Celeste and Armand P. Bartos, Mrs. S. I. Newhouse, Jr., and purchase",Y,Architecture & Design,Architecture,64.199,,,49.2,,158.8,,,
151,"Palais de la Découverte Project, Paris, France, Elevation","8102, 6703, 4312","Paul Nelson, Frantz Jourdain, Oscar Nitzchke",1938,Ink and color pencil on paper mounted on board,"14 3/4 x 37 1/2 x 1/2"" (37.5 x 95.3 x 1.3 cm)",1966-01-01,Gift of the architects,Y,Architecture & Design,Architecture,98.2013,,,37.5,,95.3,1.3,,
152,"Palais de la Découverte Project, Paris, France, Longitudinal section","8102, 6703, 4312","Paul Nelson, Frantz Jourdain, Oscar Nitzchke",1938,"Ink, graphite, and color pencil on paper, mounted on board","14 3/4 x 37 3/4 x 1/2"" (37.5 x 95.9 x 1.3 cm)",1966-01-01,Gift of the architects,Y,Architecture & Design,Architecture,96.2013,,,37.5,,95.9,1.3,,
153,"Palais de la Découverte Project, Paris, France, Aerial perspective","8102, 4312, 6703","Paul Nelson, Oscar Nitzchke, Frantz Jourdain",1938,"Ink, color ink, graphite, and color pencil on paper mounted on board","28 x 28 x 1/2"" (71.1 x 71.1 x 1.3 cm)",1966-01-01,Gift of the architects,Y,Architecture & Design,Architecture,95.2013,,,71.1,,71.1,1.3,,
154,"Palais de la Découverte Project, Paris, France, Plan of upper level and exhibits","8102, 6703, 4312","Paul Nelson, Frantz Jourdain, Oscar Nitzchke",1938,Ink and graphite on board mounted on board,"28 1/4 x 50 1/4"" (71. x 127.6 cm)",1966-01-01,Gift of the architects,Y,Architecture & Design,Architecture,100.2013,,,71,,127.6,,,
163,"Gymnasium-Bridge, project, New York City, New York, Perspective",2702,Steven Holl,1977,Graphite on paper,"13 1/8 x 11 7/8"" (33.3 x 30.2 cm)",1989-05-16,Roblee McCarthy Fund,Y,Architecture & Design,Architecture,83.1989,,,33.3,,30.2,,,
164,"Gymnasium-Bridge Project, New York, New York, Perspective",2702,Steven Holl,1977,Ink and graphite on paper,"13 1/2 x 22"" (34.3 x 55.9 cm)",1989-05-16,Roblee McCarthy Fund,Y,Architecture & Design,Architecture,84.1989,,,34.3,,55.9,,,
165,"Library and Office Building of Salman Schocken, Jerusalem, Israel, Interior perspectives",8219,Erich Mendelsohn,1935,Graphite and color pencil on tracing paper,"14 x 11 1/2"" (35.6 x 29.2 cm)",2000-01-19,Gift of Milton Sheingarten,Y,Architecture & Design,Architecture,85.2,,,35.6,,29.2,,,
166,"Gymnasium Bridge, project, New York City, New York, Plan, site plan, and exterior perspective",2702,Steven Holl,1977,Graphite on paper,"22 x 29 3/4"" (55.9 x 75.6 cm)",1989-05-16,Roblee McCarthy Fund,Y,Architecture & Design,Architecture,85.1989,,,55.9,,75.6,,,
167,"Library and Office Building of Salman Schocken, Jerusalem, Israel, Perspective and plan",8219,Erich Mendelsohn,Unknown,Graphite and color pencil on tracing paper,"8 1/2 x 14 1/8"" (21.6 x 35.9 cm)",2000-01-19,Gift of Milton Sheingarten,Y,Architecture & Design,Architecture,86.2,,,21.6,,35.9,,,
168,Helium Bridge Project,8101,Paolo Soleri,1958,Silkscreen,"21 3/4 x 59 1/8"" (55.2 x 150.2 cm)",1966-01-01,Gift of the architect,Y,Architecture & Design,Architecture,114.2013,,,55.2,,150.2,,,
169,"Autonomous Artisans' House, project, Staten Island, New York, Perspective",2702,Steven Holl,1980,Graphite and watercolor on paper,"3 1/4 x 13"" (8.3 x 33 cm)",1989-05-16,Edward Larrabee Barnes Purchase Fund,Y,Architecture & Design,Architecture,86.1989,,,8.3,,33,,,
170,"Library and Office Building of Salman Schocken, Jerusalem, Israel, Elevations",8219,Erich Mendelsohn,Unknown,Graphite and color pencil on tracing paper,"8 x 14 1/8"" (20.3 x 35.9 cm)",2000-01-19,Gift of Milton Sheingarten,Y,Architecture & Design,Architecture,87.2,,,20.3,,35.9,,,
171,"Autonomous Artisans' House, project, New York (Staten Island), New York, Perspective",2702,Steven Holl,1984,Graphite on vellum,"20 1/2 x 40 3/4"" (52.1 x 103.5 cm)",1989-05-16,Edward Larrabee Barnes Purchase Fund,Y,Architecture & Design,Architecture,87.1989,,,52.1,,103.5,,,
172,"Library and Office Building of Salman Schocken, Jerusalem, Israel, Perspectives and elevation",8219,Erich Mendelsohn,Unknown,Graphite on tracing paper,"13 3/4 x 7"" (34.9 x 17.8 cm)",2000-01-19,Gift of Milton Sheingarten,Y,Architecture & Design,Architecture,88.2,,,34.9,,17.8,,,
173,"Berkowitz House, Martha's Vineyard, Massachusetts, Exterior perspective",2702,Steven Holl,1985,Graphite and watercolor on paper,"20 1/2 x 42 1/2"" (52.1 x 108 cm)",1989-05-16,Kenneth Walker Fund,Y,Architecture & Design,Architecture,88.1989,,,52.0701,,107.9502,,,
174,"Hadassah University Medical Center, Mount Scopus, Jerusalem, Perspectives",8219,Erich Mendelsohn,1936,Graphite on copy paper,"Each: 8 1/2 x 5 3/8"" (21.6 x 13.7 cm)
",2000-01-19,Gift of Milton Scheingarten,Y,Architecture & Design,Architecture,89.2000.a-b,,,21.59,,13.6525,,,
175,"Porta Vittoria, project, Milan, Italy, View from court of four-sided pentagon, perspective, site plan",2702,Steven Holl,1986,"Graphite, ink and ink wash on paper","29 3/4 x 22 1/4"" (75.6 x 56.5 cm)",1989-05-16,Pritzker Foundation Fund and Architecture & Design Purchase Fund,Y,Architecture & Design,Architecture,89.1989,,,75.6,,56.5,,,
176,"Hadassah University Medical Center, Mount Scopus, Jerusalem, Perspective",8219,Erich Mendelsohn,1936,Colored pencil on tracing paper,"10 3/4 x 14 1/8"" (27.3 x 35.9 cm)",2000-01-19,Gift of Milton Scheingarten,Y,Architecture & Design,Architecture,90.2,,,27.3051,,35.8776,,,
177,"Porta Vittoria, project, Milan, Italy, Garden of Sounds, perspective and plan",2702,Steven Holl,1986,"Graphite, ink and ink wash on paper","29 3/4 x 22 3/8"" (75.6 x 56.8 cm)",1989-05-16,Pritzker Foundation Fund and Architecture & Design Purchase Fund,Y,Architecture & Design,Architecture,90.1989,,,75.6,,56.8,,,
178,"Hadassah University Medical Center, Mount Scopus, Jerusalem, Interior perspective and details of furniture",8219,Erich Mendelsohn,1936,Graphite and color pencil on tracing paper,"14 1/4 x 11 1/2"" (36.2 x 29.2 cm)",2000-01-19,Gift of Milton Scheingarten,Y,Architecture & Design,Architecture,91.2,,,36.2,,29.2,,,
179,"Porta Vittoria, project, Milan, Italy, New subway station opening onto elongated gap, perspective and plan",2702,Steven Holl,1986,"Graphite, ink and ink wash on paper","29 3/4 x 22 1/4"" (75.6 x 56.5 cm)",1989-05-16,Pritzker Foundation Fund and Architecture & Design Purchase Fund,Y,Architecture & Design,Architecture,91.1989,,,75.6,,56.5,,,
180,"Hadassah University Medical Center, Mount Scopus, Jerusalem, Perspectives of the medical school and auditorium",8219,Erich Mendelsohn,1936,Graphite on tracing paper,"14 1/2 x 11 1/2"" (36.8 x 29.2 cm)",2000-01-19,Gift of Milton Scheingarten,Y,Architecture & Design,Architecture,92.2,,,36.8301,,29.2101,,,
181,"Porta Vittoria, project, Milan, Italy, View at elliptical passage, perspective and plan",2702,Steven Holl,1986,"Graphite, ink and ink wash on paper","30 x 22 1/4"" (76.2 x 56.5 cm)",1989-05-16,Pritzker Foundation Fund and Architecture & Design Purchase Fund,Y,Architecture & Design,Architecture,92.1989,,,76.2,,56.5,,,
182,"Hadassah University Medical Center, Mount Scopus, Jerusalem, Perspective",8219,Erich Mendelsohn,1936,Colored pencil on tracing paper,"8 5/8 x 16"" (21.9 x 40.6 cm)",2000-01-19,Gift of Milton Scheingarten,Y,Architecture & Design,Architecture,93.2,,,21.9075,,40.6401,,,
183,"Porta Vittoria, project, Milan, Italy, Subway station and shops, ticket-taker tower, perspective and plan",2702,Steven Holl,1986,"Graphite, ink and ink wash on paper","29 3/4 x 22 1/4"" (75.6 x 56.5 cm)",1989-05-16,Pritzker Foundation Fund and Architecture & Design Purchase Fund,Y,Architecture & Design,Architecture,93.1989,,,75.6,,56.5,,,
184,"Residence of Salman Schocken, Jerusalem, Israel, Perspective and elevation",8219,Erich Mendelsohn,Unknown,Graphite and color pencil on tracing paper,"13 1/2 x 11 5/16"" (34.3 x 28.7 cm)",2000-01-19,Gift of Milton Scheingarten,Y,Architecture & Design,Architecture,94.2,,,34.2901,,28.7338,,,
185,"Porta Vittoria, project, Milan, Italy, Water basin, amphitheater, and jack-up rig, perspective and plan",2702,Steven Holl,1986,"Graphite, ink and ink wash on paper","29 3/4 x 22 1/4"" (75.6 x 56.5 cm)",1989-05-16,Pritzker Foundation Fund and Architecture & Design Purchase Fund,Y,Architecture & Design,Architecture,94.1989,,,75.6,,56.5,,,
186,"Hadassah University Medical Center, Mount Scopus, Jerusalem, Israel, Perspectives and elevation",8219,Erich Mendelsohn,1936,Graphite and color pencil on tracing paper,"13 7/8 x 9 1/2"" (35.2 x 24.1 cm)",2000-01-19,Gift of Milton Scheingarten,Y,Architecture & Design,Architecture,95.2,,,35.2,,24.1,,,
187,"Porta Vittoria, project, Milan, Italy, Passage below water basin, perspective and plan",2702,Steven Holl,1986,"Graphite, ink and ink wash on paper","29 3/4 x 22 1/4"" (75.6 x 56.5 cm)",1989-05-16,Pritzker Foundation Fund and Architecture & Design Purchase Fund,Y,Architecture & Design,Architecture,95.1989,,,75.6,,56.5,,,
188,"Library and Office Building of Salman Schocken, Jerusalem, Israel, Perspectives and elevation",8219,Erich Mendelsohn,Unknown,Graphite on tracing paper,"11 7/8 x 14 1/2"" (30.2 x 36.8 cm)",2000-01-19,Gift of Milton Scheingarten,Y,Architecture & Design,Architecture,96.2,,,30.2,,36.8,,,
189,"Residence for Herbert Green, Studies for an Unfolded Modular House, Cherry Hill, Pennsylvania, Perspective",5076,Paul Rudolph,1989,Ink on tracing paper,"14 5/8 x 64 3/4"" (37.1 x 164.5 cm)",1989-05-16,Gift of the architect,Y,Architecture & Design,Architecture,96.1989,,,37.1,,164.5,,,
190,"Gated Wall, Perspective and elevation",8219,Erich Mendelsohn,Unknown,Graphite on tracing paper,"11 3/4 x 14 3/4"" (29.8 x 37.5 cm)",2000-01-19,Gift of Milton Scheingarten,Y,Architecture & Design,Architecture,97.2,,,29.8,,37.5,,,
